"subID","trait","predicted","selfResp","trialTotalT2","sideChoice","optionChoice","optionLeft","optionRight","RT","Estimator","valence","desirability","category","interpersonal","observability","prevalence","clusterName","cluster","outDegree","inDegree","between","eigen","close","efficiency","transitivity","pageRank","Idx","ingChoice","ingChoiceN","SE","novel","oSE","iSE","sSE","eSE","WSR","oWSR","iWSR","fam","entropy","slope","nlslope","seHomoph","neighAveInSE","neighAveOutSE","neighAveAllSE","groupHomoph","ConDeb","conf","decep","Serious","UnderstandIns","UnderstandTr","Usable","DS","Proto","SCC","SI","RSE","NTB","NFC","SING.Ind","SING.Inter"
51185,"Perfectionistic",NA,5,1,2,"Underestimator","Underestimator","Overestimator",5.817,"Underestimator","positive",4.25,2.033,3.889,5.316,3.737,"Knowledgeable",1,22,34,198.824880761021,0.522144230843579,0.00398406374501992,0.725829725829726,0.233116883116883,0.008942663493361,90,"Ingroup",1,0.289632199341204,0,0.309452085054549,0.321678533040068,0.291428541450893,1.33593603949803,4.80693540947367,4.85390164526852,4.79293065431977,24.0409403690727,1.76958593435865,0.0314525849016263,0.390360027551651,0.0479704799779029,4.94736842105263,4.52941176470588,4.76923076923077,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Faithful",4.75569943473278,NA,2,2,"Underestimator","Underestimator","Overestimator",2.174,"Underestimator","positive",5.938,1.298,5.111,4.263,5,"Respectful",2,8,28,68.9089474256226,0.512480804260637,0.00381679389312977,0.660714285714286,0.317460317460317,0.00794510474418062,41,"Ingroup",1,0.263058530290397,1,0.294596423411386,0.284371464538403,0.263378359390557,1.30090285894557,4.82014527176181,4.86003567128706,4.81754357552341,21.7753506726789,1.89487429383009,0.0260688608737173,0.390360027551651,0.0479704799779029,5.0625,5.6,5.05555555555556,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Well-read",4.74603131035983,NA,3,2,"Underestimator","Underestimator","Overestimator",0.792,"Underestimator","positive",5.75,2.325,3.667,4.368,4.211,"Knowledgeable",1,11,21,43.9948230349277,0.31810498147322,0.0037037037037037,0.793939393939394,0.252016129032258,0.00517806961664947,145,"Ingroup",1,0.238013835854999,1,0.248094382174125,0.253902879941171,0.239313752906389,1.26872674662277,4.80899470634984,4.848330261555,4.80842175091066,19.7478945819484,1.8068843613142,0.0304504434570246,0.390360027551651,0.0479704799779029,4.88888888888889,4.85714285714286,4.84615384615385,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Charitable",4.74964915500997,NA,4,2,"Underestimator","Underestimator","Overestimator",0.928,"Underestimator","positive",6,1.269,5.111,4.842,4.105,"Respectful",2,17,19,46.6963876189834,0.409219029291771,0.00373134328358209,0.785539215686274,0.404761904761905,0.00597085368126435,6,"Ingroup",1,0.241439203667245,1,0.281684115149952,0.262372822601182,0.242002439015233,1.27308005396612,4.82948397236128,4.8819449166608,4.82916026167434,19.9471088038688,1.92690141038764,0.0246859015749882,0.390360027551651,0.0479704799779029,4.88888888888889,5.11111111111111,5,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Loyal",NA,7,5,2,"Underestimator","Underestimator","Overestimator",0.625,"Underestimator","positive",6.188,1.801,5.667,4.789,5.105,"Respectful",2,25,9,50.769203625119,0.16607591642832,0.00377358490566038,0.710555555555556,0.390374331550802,0.00302688490350389,72,"Ingroup",1,0.267231816323093,0,0.30888239479198,0.284578663785644,0.266988295891677,1.30634324291997,4.88813413197317,4.94029074780676,4.85346832197504,21.8131278385917,1.87396155191487,0.0263023756548188,0.390360027551651,0.0479704799779029,4.66666666666667,5.2,5,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Benevolent",NA,NA,6,NA,NA,"Underestimator","Overestimator",1.483,"Underestimator","positive",5.938,1.906,4.833,4.316,4.368,"Respectful",2,12,16,53.756371241599,0.376244425504286,0.00363636363636364,0.810606060606061,0.349206349206349,0.0054464204348356,2,NA,NA,0.223677873376563,0,0.25110049648456,0.23522516913771,0.224157019496931,1.25066808104727,4.84263801937699,4.87879703372555,4.83427767831478,18.4295153013998,1.9520649494179,0.0243981618231037,0.390360027551651,0.0479704799779029,4.61538461538461,4.6,4.57142857142857,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Industrious",NA,NA,7,NA,NA,"Underestimator","Overestimator",1.865,"Underestimator","positive",5.688,1.625,3.722,4.105,4.158,"Knowledgeable",1,20,18,162.208701726503,0.267276367457907,0.00380228136882129,0.68859649122807,0.251778093883357,0.0054569558343032,64,NA,NA,0.24726169442726,0,0.259189120029421,0.263473108417426,0.24820614965764,1.28051417235768,4.80599757246272,4.85667017171071,4.78153196789473,20.527978757576,1.86853618097724,0.0321399565294979,0.390360027551651,0.0479704799779029,5,4.41666666666667,4.61111111111111,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Lively",NA,5,8,1,"Overestimator","Underestimator","Overestimator",1.769,"Underestimator","positive",5.688,1.435,4.833,5.316,5.421,"Outgoing",4,27,5,34.8290983115464,0.0509395036967075,0.00371747211895911,0.62630579297246,0.272177419354839,0.00222768401984187,71,"Outgroup",0,0.198927406705134,0,0.221840360682041,0.199193167892344,0.198069545691051,1.2200933920856,4.68257810921193,4.73734738118282,4.6714992095034,16.950498939719,1.9470975737572,0.0211364605761195,0.390360027551651,0.0479704799779029,4,4.35714285714286,4.35714285714286,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Democratic",NA,6,9,2,"Underestimator","Underestimator","Overestimator",1.078,"Underestimator","positive",5.5,1.437,4.556,4.474,4.632,"Level-headed",1,11,25,87.1900327140608,0.414664954255615,0.00381679389312977,0.630909090909091,0.282539682539683,0.00612415244800623,29,"Ingroup",1,0.268776058979803,0,0.285666213996364,0.29227552739479,0.269913884435245,1.3083621122909,4.86399640480891,4.88986084289811,4.84175880126735,22.0480523848485,1.82072318871494,0.0272351340170198,0.390360027551651,0.0479704799779029,5.23076923076923,5.125,5.11111111111111,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
51185,"Warm",4.76274791548385,NA,10,2,"Underestimator","Underestimator","Overestimator",0.894,"Underestimator","positive",6.25,1.176,5.444,5.368,5.105,"Respectful",2,13,48,185.791268833713,1,0.00413223140495868,0.769230769230769,0.33551912568306,0.0175326553413927,142,"Ingroup",1,0.312741705887473,1,0.369939991897129,0.340678784153547,0.312542613549732,1.36716835388114,4.76092750228836,4.82774811829994,4.77149200287604,26.2100064722942,1.92339665053402,0.0231361590810854,0.390360027551651,0.0479704799779029,4.88,4.66666666666667,4.88888888888889,0.100843951970257,1,70,1,5,5,5,1,3.92857142857143,5.5,2.5,4,3.2,2.6,4.5,4.6,4
